"Date";"Price"
"2013-01-01 00:00:00";13,22
"2013-01-02 00:00:00";13,09
"2013-01-03 00:00:00";13,19
"2013-01-04 00:00:00";13,19
"2013-01-05 00:00:00";13,15
"2013-01-06 00:00:00";13,15
"2013-01-07 00:00:00";13,2
"2013-01-08 00:00:00";13,5
"2013-01-09 00:00:00";13,58
"2013-01-10 00:00:00";14
"2013-01-11 00:00:00";14
"2013-01-12 00:00:00";13,89
"2013-01-13 00:00:00";13,64
"2013-01-14 00:00:00";14,1
"2013-01-15 00:00:00";14,2
"2013-01-16 00:00:00";14,53
"2013-01-17 00:00:00";15,36
"2013-01-18 00:00:00";15,57
"2013-01-19 00:00:00";15,38
"2013-01-20 00:00:00";15,5
"2013-01-21 00:00:00";16,52
"2013-01-22 00:00:00";17,35
"2013-01-23 00:00:00";17,5
"2013-01-24 00:00:00";17,29
"2013-01-25 00:00:00";17,49
"2013-01-26 00:00:00";17,49
"2013-01-27 00:00:00";17,6
"2013-01-28 00:00:00";18,67
"2013-01-29 00:00:00";19,35
"2013-01-30 00:00:00";19,45
"2013-01-31 00:00:00";20,46
"2013-02-01 00:00:00";20,35
"2013-02-02 00:00:00";19,82
"2013-02-03 00:00:00";20,29
"2013-02-04 00:00:00";20,3
"2013-02-05 00:00:00";20,5
"2013-02-06 00:00:00";20,91
"2013-02-07 00:00:00";21,71
"2013-02-08 00:00:00";22,4
"2013-02-09 00:00:00";23,14
"2013-02-10 00:00:00";23,7
"2013-02-11 00:00:00";23,94
"2013-02-12 00:00:00";25,47
"2013-02-13 00:00:00";25
"2013-02-14 00:00:00";27,4
"2013-02-15 00:00:00";27
"2013-02-16 00:00:00";27,5
"2013-02-17 00:00:00";26,98
"2013-02-18 00:00:00";26,92
"2013-02-19 00:00:00";29,39
"2013-02-20 00:00:00";30
"2013-02-21 00:00:00";30
"2013-02-22 00:00:00";30,4
"2013-02-23 00:00:00";29,54
"2013-02-24 00:00:00";29,78
"2013-02-25 00:00:00";30,43
"2013-02-26 00:00:00";31,1
"2013-02-27 00:00:00";31,31
"2013-02-28 00:00:00";33,53
"2013-03-01 00:00:00";34,55
"2013-03-02 00:00:00";34,16
"2013-03-03 00:00:00";34,33
"2013-03-04 00:00:00";36,52
"2013-03-05 00:00:00";40,75
"2013-03-06 00:00:00";42,32
"2013-03-07 00:00:00";41,68
"2013-03-08 00:00:00";43,76
"2013-03-09 00:00:00";46
"2013-03-10 00:00:00";45,29
"2013-03-11 00:00:00";48,25
"2013-03-12 00:00:00";44,84
"2013-03-13 00:00:00";46,99
"2013-03-14 00:00:00";46,95
"2013-03-15 00:00:00";46,9
"2013-03-16 00:00:00";46,74
"2013-03-17 00:00:00";47,24
"2013-03-18 00:00:00";50,35
"2013-03-19 00:00:00";59,41
"2013-03-20 00:00:00";64,2
"2013-03-21 00:00:00";72,23
"2013-03-22 00:00:00";69,9
"2013-03-23 00:00:00";63,9
"2013-03-24 00:00:00";70,22
"2013-03-25 00:00:00";75,11
"2013-03-26 00:00:00";79,81
"2013-03-27 00:00:00";89,3
"2013-03-28 00:00:00";88,52
"2013-03-29 00:00:00";90
"2013-03-30 00:00:00";92,11
"2013-03-31 00:00:00";96,15
"2013-04-01 00:00:00";104,7
"2013-04-02 00:00:00";116
"2013-04-03 00:00:00";133,78
"2013-04-04 00:00:00";135
"2013-04-05 00:00:00";141,8
"2013-04-06 00:00:00";141
"2013-04-07 00:00:00";164,97
"2013-04-08 00:00:00";185,6
"2013-04-09 00:00:00";229
"2013-04-10 00:00:00";162
"2013-04-11 00:00:00";83,4
"2013-04-12 00:00:00";109,9
"2013-04-13 00:00:00";91,64
"2013-04-14 00:00:00";91,11
"2013-04-15 00:00:00";74
"2013-04-16 00:00:00";68,09
"2013-04-17 00:00:00";89,98
"2013-04-18 00:00:00";109,3
"2013-04-19 00:00:00";117,71
"2013-04-20 00:00:00";126,55
"2013-04-21 00:00:00";118,81
"2013-04-22 00:00:00";123,74
"2013-04-23 00:00:00";137,29
"2013-04-24 00:00:00";149
"2013-04-25 00:00:00";141,9
"2013-04-26 00:00:00";137,3
"2013-04-27 00:00:00";128,8
"2013-04-28 00:00:00";135,28
"2013-04-29 00:00:00";143,31
"2013-04-30 00:00:00";139,88
"2013-05-01 00:00:00";116,75
"2013-05-02 00:00:00";106,81
"2013-05-03 00:00:00";98,08
"2013-05-04 00:00:00";112,62
"2013-05-05 00:00:00";116,57
"2013-05-06 00:00:00";112,71
"2013-05-07 00:00:00";110
"2013-05-08 00:00:00";113,16
"2013-05-09 00:00:00";111,96
"2013-05-10 00:00:00";117,9
"2013-05-11 00:00:00";115,04
"2013-05-12 00:00:00";114,5
"2013-05-13 00:00:00";115,99
"2013-05-14 00:00:00";107
"2013-05-15 00:00:00";108,95
"2013-05-16 00:00:00";113,35
"2013-05-17 00:00:00";116,73
"2013-05-18 00:00:00";118,49
"2013-05-19 00:00:00";116,38
"2013-05-20 00:00:00";116,55
"2013-05-21 00:00:00";117,5
"2013-05-22 00:00:00";119,11
"2013-05-23 00:00:00";123,84
"2013-05-24 00:00:00";128,7
"2013-05-25 00:00:00";128,97
"2013-05-26 00:00:00";129,5
"2013-05-27 00:00:00";126,25
"2013-05-28 00:00:00";125,92
"2013-05-29 00:00:00";130,35
"2013-05-30 00:00:00";126,81
"2013-05-31 00:00:00";127,91
"2013-06-01 00:00:00";128,77
"2013-06-02 00:00:00";123
"2013-06-03 00:00:00";123,22
"2013-06-04 00:00:00";120,57
"2013-06-05 00:00:00";121,2
"2013-06-06 00:00:00";118,78
"2013-06-07 00:00:00";110,18
"2013-06-08 00:00:00";109,11
"2013-06-09 00:00:00";100,17
"2013-06-10 00:00:00";104,22
"2013-06-11 00:00:00";107,36
"2013-06-12 00:00:00";106,56
"2013-06-13 00:00:00";102
"2013-06-14 00:00:00";99,01
"2013-06-15 00:00:00";99,42
"2013-06-16 00:00:00";99,37
"2013-06-17 00:00:00";100
"2013-06-18 00:00:00";104,5
"2013-06-19 00:00:00";105,24
"2013-06-20 00:00:00";102,61
"2013-06-21 00:00:00";101,8
"2013-06-22 00:00:00";100
"2013-06-23 00:00:00";100,41
"2013-06-24 00:00:00";99,47
"2013-06-25 00:00:00";97,87
"2013-06-26 00:00:00";98,77
"2013-06-27 00:00:00";96,31
"2013-06-28 00:00:00";89,96
"2013-06-29 00:00:00";88,98
"2013-06-30 00:00:00";89,53
"2013-07-01 00:00:00";84,5
"2013-07-02 00:00:00";88
"2013-07-03 00:00:00";77,01
"2013-07-04 00:00:00";79,4
"2013-07-05 00:00:00";66,93
"2013-07-06 00:00:00";66,34
"2013-07-07 00:00:00";73,96
"2013-07-08 00:00:00";74,4
"2013-07-09 00:00:00";75,01
"2013-07-10 00:00:00";86,19
"2013-07-11 00:00:00";87,13
"2013-07-12 00:00:00";90,17
"2013-07-13 00:00:00";91,67
"2013-07-14 00:00:00";90,03
"2013-07-15 00:00:00";93,78
"2013-07-16 00:00:00";91,55
"2013-07-17 00:00:00";90,97
"2013-07-18 00:00:00";85,28
"2013-07-19 00:00:00";86,51
"2013-07-20 00:00:00";85,04
"2013-07-21 00:00:00";85,93
"2013-07-22 00:00:00";85,6
"2013-07-23 00:00:00";86,98
"2013-07-24 00:00:00";88,42
"2013-07-25 00:00:00";90,16
"2013-07-26 00:00:00";89,95
"2013-07-27 00:00:00";88,16
"2013-07-28 00:00:00";92,71
"2013-07-29 00:00:00";93,39
"2013-07-30 00:00:00";96,57
"2013-07-31 00:00:00";98,28
"2013-08-01 00:00:00";96,62
"2013-08-02 00:00:00";95,85
"2013-08-03 00:00:00";95,55
"2013-08-04 00:00:00";96,38
"2013-08-05 00:00:00";97,81
"2013-08-06 00:00:00";97,69
"2013-08-07 00:00:00";97,09
"2013-08-08 00:00:00";94,27
"2013-08-09 00:00:00";92,27
"2013-08-10 00:00:00";93,51
"2013-08-11 00:00:00";94,09
"2013-08-12 00:00:00";95,35
"2013-08-13 00:00:00";98,15
"2013-08-14 00:00:00";99,19
"2013-08-15 00:00:00";98,08
"2013-08-16 00:00:00";98,25
"2013-08-17 00:00:00";99,71
"2013-08-18 00:00:00";99,3
"2013-08-19 00:00:00";102,85
"2013-08-20 00:00:00";104,87
"2013-08-21 00:00:00";110,43
"2013-08-22 00:00:00";109,12
"2013-08-23 00:00:00";107,65
"2013-08-24 00:00:00";109,15
"2013-08-25 00:00:00";113,12
"2013-08-26 00:00:00";111,9
"2013-08-27 00:00:00";117,75
"2013-08-28 00:00:00";117,91
"2013-08-29 00:00:00";118,5
"2013-08-30 00:00:00";124,86
"2013-08-31 00:00:00";128
"2013-09-01 00:00:00";130,66
"2013-09-02 00:00:00";130,15
