"Date";"Price"
"2017-01-01 00:00:00";998,2
"2017-01-02 00:00:00";1020,56
"2017-01-03 00:00:00";1035,27
"2017-01-04 00:00:00";1135,99
"2017-01-05 00:00:00";991,61
"2017-01-06 00:00:00";892,13
"2017-01-07 00:00:00";892,03
"2017-01-08 00:00:00";904,93
"2017-01-09 00:00:00";901,43
"2017-01-10 00:00:00";905,93
"2017-01-11 00:00:00";786,05
"2017-01-12 00:00:00";811,48
"2017-01-13 00:00:00";826,23
"2017-01-14 00:00:00";820,18
"2017-01-15 00:00:00";821,73
"2017-01-16 00:00:00";826,29
"2017-01-17 00:00:00";903,34
"2017-01-18 00:00:00";874,55
"2017-01-19 00:00:00";894,8
"2017-01-20 00:00:00";893,71
"2017-01-21 00:00:00";919,97
"2017-01-22 00:00:00";919,65
"2017-01-23 00:00:00";923,63
"2017-01-24 00:00:00";892,99
"2017-01-25 00:00:00";893
"2017-01-26 00:00:00";917,48
"2017-01-27 00:00:00";920,18
"2017-01-28 00:00:00";919,54
"2017-01-29 00:00:00";915,1
"2017-01-30 00:00:00";920,54
"2017-01-31 00:00:00";965,69
"2017-02-01 00:00:00";983,34
"2017-02-02 00:00:00";1003,32
"2017-02-03 00:00:00";1015,15
"2017-02-04 00:00:00";1037,61
"2017-02-05 00:00:00";1015,08
"2017-02-06 00:00:00";1024,29
"2017-02-07 00:00:00";1054,35
"2017-02-08 00:00:00";1057,53
"2017-02-09 00:00:00";980,85
"2017-02-10 00:00:00";998,24
"2017-02-11 00:00:00";1006,59
"2017-02-12 00:00:00";999,83
"2017-02-13 00:00:00";995,47
"2017-02-14 00:00:00";1010,11
"2017-02-15 00:00:00";1009,79
"2017-02-16 00:00:00";1033,41
"2017-02-17 00:00:00";1051,98
"2017-02-18 00:00:00";1053,55
"2017-02-19 00:00:00";1049,72
"2017-02-20 00:00:00";1078,29
"2017-02-21 00:00:00";1123,86
"2017-02-22 00:00:00";1123,12
"2017-02-23 00:00:00";1173,69
"2017-02-24 00:00:00";1177,88
"2017-02-25 00:00:00";1148,38
"2017-02-26 00:00:00";1175,34
"2017-02-27 00:00:00";1190,77
"2017-02-28 00:00:00";1187,64
"2017-03-01 00:00:00";1224,25
"2017-03-02 00:00:00";1254,38
"2017-03-03 00:00:00";1283,05
"2017-03-04 00:00:00";1264,58
"2017-03-05 00:00:00";1274,22
"2017-03-06 00:00:00";1279,71
"2017-03-07 00:00:00";1233,82
"2017-03-08 00:00:00";1148,55
"2017-03-09 00:00:00";1194,04
"2017-03-10 00:00:00";1110,74
"2017-03-11 00:00:00";1180,05
"2017-03-12 00:00:00";1224,22
"2017-03-13 00:00:00";1241,34
"2017-03-14 00:00:00";1243,43
"2017-03-15 00:00:00";1253,97
"2017-03-16 00:00:00";1172,67
"2017-03-17 00:00:00";1066,79
"2017-03-18 00:00:00";971,73
"2017-03-19 00:00:00";1022,12
"2017-03-20 00:00:00";1047,61
"2017-03-21 00:00:00";1118,88
"2017-03-22 00:00:00";1042,38
"2017-03-23 00:00:00";1030,65
"2017-03-24 00:00:00";940,07
"2017-03-25 00:00:00";965,46
"2017-03-26 00:00:00";970,64
"2017-03-27 00:00:00";1043,87
"2017-03-28 00:00:00";1044,25
"2017-03-29 00:00:00";1043,25
"2017-03-30 00:00:00";1038,61
"2017-03-31 00:00:00";1079,85
"2017-04-01 00:00:00";1086,91
"2017-04-02 00:00:00";1098,06
"2017-04-03 00:00:00";1148,28
"2017-04-04 00:00:00";1141,94
"2017-04-05 00:00:00";1130,1
"2017-04-06 00:00:00";1186,86
"2017-04-07 00:00:00";1192,49
"2017-04-08 00:00:00";1182,57
"2017-04-09 00:00:00";1203,76
"2017-04-10 00:00:00";1208,15
"2017-04-11 00:00:00";1221,84
"2017-04-12 00:00:00";1212,23
"2017-04-13 00:00:00";1176,4
"2017-04-14 00:00:00";1177,35
"2017-04-15 00:00:00";1177,84
"2017-04-16 00:00:00";1171,68
"2017-04-17 00:00:00";1194,87
"2017-04-18 00:00:00";1204,94
"2017-04-19 00:00:00";1216,54
"2017-04-20 00:00:00";1237,27
"2017-04-21 00:00:00";1253,09
"2017-04-22 00:00:00";1238,63
"2017-04-23 00:00:00";1248,66
"2017-04-24 00:00:00";1249,01
"2017-04-25 00:00:00";1268,74
"2017-04-26 00:00:00";1287,32
"2017-04-27 00:00:00";1338,39
"2017-04-28 00:00:00";1335,28
"2017-04-29 00:00:00";1333,76
"2017-04-30 00:00:00";1360,75
"2017-05-01 00:00:00";1413,79
"2017-05-02 00:00:00";1451,55
"2017-05-03 00:00:00";1493,05
"2017-05-04 00:00:00";1524,57
"2017-05-05 00:00:00";1510,28
"2017-05-06 00:00:00";1552,26
"2017-05-07 00:00:00";1542,58
"2017-05-08 00:00:00";1666,75
"2017-05-09 00:00:00";1684,68
"2017-05-10 00:00:00";1777,32
"2017-05-11 00:00:00";1822,79
"2017-05-12 00:00:00";1686,75
"2017-05-13 00:00:00";1777,86
"2017-05-14 00:00:00";1777,62
"2017-05-15 00:00:00";1719,2
"2017-05-16 00:00:00";1743,76
"2017-05-17 00:00:00";1806,3
"2017-05-18 00:00:00";1886,62
"2017-05-19 00:00:00";1963,86
"2017-05-20 00:00:00";2045,55
"2017-05-21 00:00:00";2045,61
"2017-05-22 00:00:00";2119,29
"2017-05-23 00:00:00";2275,17
"2017-05-24 00:00:00";2438,47
"2017-05-25 00:00:00";2306,96
"2017-05-26 00:00:00";2248,52
"2017-05-27 00:00:00";2052,43
"2017-05-28 00:00:00";2189,02
"2017-05-29 00:00:00";2278,21
"2017-05-30 00:00:00";2192,55
"2017-05-31 00:00:00";2303,34
"2017-06-01 00:00:00";2412,65
"2017-06-02 00:00:00";2492,6
"2017-06-03 00:00:00";2545,43
"2017-06-04 00:00:00";2524,06
"2017-06-05 00:00:00";2704,96
"2017-06-06 00:00:00";2870,5
"2017-06-07 00:00:00";2691,51
"2017-06-08 00:00:00";2798,78
"2017-06-09 00:00:00";2811,43
"2017-06-10 00:00:00";2900,25
"2017-06-11 00:00:00";2973,45
"2017-06-12 00:00:00";2656,77
"2017-06-13 00:00:00";2712,99
"2017-06-14 00:00:00";2467,27
"2017-06-15 00:00:00";2442,46
"2017-06-16 00:00:00";2508,58
"2017-06-17 00:00:00";2655,1
"2017-06-18 00:00:00";2539,56
"2017-06-19 00:00:00";2616,82
"2017-06-20 00:00:00";2754,38
"2017-06-21 00:00:00";2677,62
"2017-06-22 00:00:00";2722,84
"2017-06-23 00:00:00";2710,37
"2017-06-24 00:00:00";2590,05
"2017-06-25 00:00:00";2541,62
"2017-06-26 00:00:00";2446,05
"2017-06-27 00:00:00";2583,75
"2017-06-28 00:00:00";2577,74
"2017-06-29 00:00:00";2558,37
"2017-06-30 00:00:00";2480,61
"2017-07-01 00:00:00";2424,61
"2017-07-02 00:00:00";2536,46
"2017-07-03 00:00:00";2572,47
"2017-07-04 00:00:00";2617,32
"2017-07-05 00:00:00";2627,86
"2017-07-06 00:00:00";2614,24
"2017-07-07 00:00:00";2513,88
"2017-07-08 00:00:00";2564,86
"2017-07-09 00:00:00";2511,43
"2017-07-10 00:00:00";2344,02
"2017-07-11 00:00:00";2324,29
"2017-07-12 00:00:00";2403,09
"2017-07-13 00:00:00";2362,44
"2017-07-14 00:00:00";2234,17
"2017-07-15 00:00:00";1975,08
"2017-07-16 00:00:00";1914,09
"2017-07-17 00:00:00";2233,39
"2017-07-18 00:00:00";2320,23
"2017-07-19 00:00:00";2282,58
"2017-07-20 00:00:00";2866,02
"2017-07-21 00:00:00";2675,08
"2017-07-22 00:00:00";2836,53
"2017-07-23 00:00:00";2756,61
"2017-07-24 00:00:00";2763,42
"2017-07-25 00:00:00";2582,58
"2017-07-26 00:00:00";2559,21
"2017-07-27 00:00:00";2691,88
"2017-07-28 00:00:00";2806,75
"2017-07-29 00:00:00";2733,5
"2017-07-30 00:00:00";2766,49
"2017-07-31 00:00:00";2883,27
"2017-08-01 00:00:00";2746,99
"2017-08-02 00:00:00";2720,53
"2017-08-03 00:00:00";2809,99
"2017-08-04 00:00:00";2878,49
"2017-08-05 00:00:00";3262,8
"2017-08-06 00:00:00";3232,03
"2017-08-07 00:00:00";3401,91
"2017-08-08 00:00:00";3429,38
"2017-08-09 00:00:00";3348,79
"2017-08-10 00:00:00";3425,67
"2017-08-11 00:00:00";3654,37
"2017-08-12 00:00:00";3871,62
"2017-08-13 00:00:00";4062,6
"2017-08-14 00:00:00";4327,94
"2017-08-15 00:00:00";4161,66
"2017-08-16 00:00:00";4387,4
"2017-08-17 00:00:00";4278,92
"2017-08-18 00:00:00";4105,37
"2017-08-19 00:00:00";4150,45
"2017-08-20 00:00:00";4066,6
"2017-08-21 00:00:00";4005,1
"2017-08-22 00:00:00";4089,7
"2017-08-23 00:00:00";4141,09
"2017-08-24 00:00:00";4318,35
"2017-08-25 00:00:00";4364,41
"2017-08-26 00:00:00";4352,3
"2017-08-27 00:00:00";4345,75
