"DateTime";"Bitcoin Price Linear"
"1970-01-01 00:00:00";3,27
"1970-01-01 00:00:00";3,48
"1970-01-01 00:00:00";3,56
"1970-01-01 00:00:00";3,47
"1970-01-01 00:00:00";3,45
"1970-01-01 00:00:00";3,44
"1970-01-01 00:00:00";3,2
"1970-01-01 00:00:00";3,5
"1970-01-01 00:00:00";3,85
"1970-01-01 00:00:00";4,55
"1970-01-01 00:00:00";4,38
"1970-01-01 00:00:00";4,17
"1970-01-01 00:00:00";4,22
"1970-01-01 00:00:00";4,33
"1970-01-01 00:00:00";4,27
"1970-01-01 00:00:00";4,33
"1970-01-01 00:00:00";4,29
"1970-01-01 00:00:00";4,3
"1970-01-01 00:00:00";4,5
"1970-01-01 00:00:00";4,21
"1970-01-01 00:00:00";4,58
"1970-01-01 00:00:00";5
"1970-01-01 00:00:00";5
"1970-01-01 00:00:00";5,29
"1970-01-01 00:00:00";5,57
"1970-01-01 00:00:00";6,65
"1970-01-01 00:00:00";6
"1970-01-01 00:00:00";6,8
"1970-01-01 00:00:00";7
"1970-01-01 00:00:00";6,3
"1970-01-01 00:00:00";7,14
"1970-01-01 00:00:00";7
"1970-01-01 00:00:00";6,51
"1970-01-01 00:00:00";6,6
"1970-01-01 00:00:00";6,3
"1970-01-01 00:00:00";7,15
"1970-01-01 00:00:00";7,1
"1970-01-01 00:00:00";6
"1970-01-01 00:00:00";7,1
"1970-01-01 00:00:00";6,22
"1970-01-01 00:00:00";6,95
"1970-01-01 00:00:00";6,77
"1970-01-01 00:00:00";6,79
"1970-01-01 00:00:00";6,52
"1970-01-01 00:00:00";6,55
"1970-01-01 00:00:00";6,31
"1970-01-01 00:00:00";5,5
"1970-01-01 00:00:00";5,88
"1970-01-01 00:00:00";4,91
"1970-01-01 00:00:00";5,5
"1970-01-01 00:00:00";5,58
"1970-01-01 00:00:00";5,3
"1970-01-01 00:00:00";5,88
"1970-01-01 00:00:00";6,28
"1970-01-01 00:00:00";6,3
"1970-01-01 00:00:00";5,94
"1970-01-01 00:00:00";5,6
"1970-01-01 00:00:00";5,6
"1970-01-01 00:00:00";5,69
"1970-01-01 00:00:00";5,87
