"Date";"Price"
"2011-01-01 00:00:00";0,292
"2011-01-02 00:00:00";0,289
"2011-01-03 00:00:00";0,29
"2011-01-04 00:00:00";0,289
"2011-01-05 00:00:00";0,29
"2011-01-06 00:00:00";0,29
"2011-01-07 00:00:00";0,298
"2011-01-08 00:00:00";0,309
"2011-01-09 00:00:00";0,323
"2011-01-10 00:00:00";0,318
"2011-01-11 00:00:00";0,318
"2011-01-12 00:00:00";0,318
"2011-01-13 00:00:00";0,318
"2011-01-14 00:00:00";0,318
"2011-01-15 00:00:00";0,385
"2011-01-16 00:00:00";0,386
"2011-01-17 00:00:00";0,315
"2011-01-18 00:00:00";0,305
"2011-01-19 00:00:00";0,305
"2011-01-20 00:00:00";0,31
"2011-01-21 00:00:00";0,368
"2011-01-22 00:00:00";0,39
"2011-01-23 00:00:00";0,42
"2011-01-24 00:00:00";0,381
"2011-01-25 00:00:00";0,4
"2011-01-26 00:00:00";0,39
"2011-01-27 00:00:00";0,409
"2011-01-28 00:00:00";0,421
"2011-01-29 00:00:00";0,43
"2011-01-30 00:00:00";0,445
"2011-01-31 00:00:00";0,47
"2011-02-01 00:00:00";0,52
"2011-02-02 00:00:00";0,69
"2011-02-03 00:00:00";0,65
"2011-02-04 00:00:00";0,67
"2011-02-05 00:00:00";0,812
"2011-02-06 00:00:00";0,83
"2011-02-07 00:00:00";0,83
"2011-02-08 00:00:00";0,862
"2011-02-09 00:00:00";0,82
"2011-02-10 00:00:00";0,8
"2011-02-11 00:00:00";0,926
"2011-02-12 00:00:00";0,991
"2011-02-13 00:00:00";1,02
"2011-02-14 00:00:00";1,033
"2011-02-15 00:00:00";1,035
"2011-02-16 00:00:00";1,02
"2011-02-17 00:00:00";1,02
"2011-02-18 00:00:00";0,78
"2011-02-19 00:00:00";0,838
"2011-02-20 00:00:00";0,83
"2011-02-21 00:00:00";0,831
"2011-02-22 00:00:00";0,831
"2011-02-23 00:00:00";0,868
"2011-02-24 00:00:00";0,9
"2011-02-25 00:00:00";0,911
"2011-02-26 00:00:00";0,911
"2011-02-27 00:00:00";0,89
"2011-02-28 00:00:00";0,845
"2011-03-01 00:00:00";0,85
"2011-03-02 00:00:00";0,91
"2011-03-03 00:00:00";0,91
"2011-03-04 00:00:00";0,9
"2011-03-05 00:00:00";0,811
"2011-03-06 00:00:00";0,81
"2011-03-07 00:00:00";0,846
"2011-03-08 00:00:00";0,85
"2011-03-09 00:00:00";0,85
"2011-03-10 00:00:00";0,85
"2011-03-11 00:00:00";0,86
"2011-03-12 00:00:00";0,88
"2011-03-13 00:00:00";0,89
"2011-03-14 00:00:00";0,88
"2011-03-15 00:00:00";0,87
"2011-03-16 00:00:00";0,836
"2011-03-17 00:00:00";0,81
"2011-03-18 00:00:00";0,71
"2011-03-19 00:00:00";0,731
"2011-03-20 00:00:00";0,74
"2011-03-21 00:00:00";0,741
"2011-03-22 00:00:00";0,741
"2011-03-23 00:00:00";0,78
"2011-03-24 00:00:00";0,827
"2011-03-25 00:00:00";0,861
"2011-03-26 00:00:00";0,841
"2011-03-27 00:00:00";0,815
"2011-03-28 00:00:00";0,76
"2011-03-29 00:00:00";0,765
"2011-03-30 00:00:00";0,766
"2011-03-31 00:00:00";0,768
"2011-04-01 00:00:00";0,774
"2011-04-02 00:00:00";0,774
"2011-04-03 00:00:00";0,777
"2011-04-04 00:00:00";0,562
"2011-04-05 00:00:00";0,58
"2011-04-06 00:00:00";0,69
"2011-04-07 00:00:00";0,721
"2011-04-08 00:00:00";0,731
"2011-04-09 00:00:00";0,721
"2011-04-10 00:00:00";0,71
"2011-04-11 00:00:00";0,71
"2011-04-12 00:00:00";0,77
"2011-04-13 00:00:00";0,86
"2011-04-14 00:00:00";0,91
"2011-04-15 00:00:00";0,911
"2011-04-16 00:00:00";0,954
"2011-04-17 00:00:00";1,026
"2011-04-18 00:00:00";1,11
"2011-04-19 00:00:00";1,144
"2011-04-20 00:00:00";1,13
"2011-04-21 00:00:00";1,14
"2011-04-22 00:00:00";1,189
"2011-04-23 00:00:00";1,32
"2011-04-24 00:00:00";1,6
"2011-04-25 00:00:00";1,521
"2011-04-26 00:00:00";1,53
"2011-04-27 00:00:00";1,72
"2011-04-28 00:00:00";1,66
"2011-04-29 00:00:00";2,21
"2011-04-30 00:00:00";2,75
"2011-05-01 00:00:00";2,5
"2011-05-02 00:00:00";3,029
"2011-05-03 00:00:00";3,11
"2011-05-04 00:00:00";3,25
"2011-05-05 00:00:00";3,333
"2011-05-06 00:00:00";3,29
"2011-05-07 00:00:00";3,425
"2011-05-08 00:00:00";3,63
"2011-05-09 00:00:00";3,691
"2011-05-10 00:00:00";3,81
"2011-05-11 00:00:00";4,6
"2011-05-12 00:00:00";5,22
"2011-05-13 00:00:00";6,32
"2011-05-14 00:00:00";5,83
"2011-05-15 00:00:00";6,2
"2011-05-16 00:00:00";6,75
"2011-05-17 00:00:00";6,98
"2011-05-18 00:00:00";6,6
"2011-05-19 00:00:00";6,607
"2011-05-20 00:00:00";5,577
"2011-05-21 00:00:00";5,577
"2011-05-22 00:00:00";5,99
"2011-05-23 00:00:00";6,69
"2011-05-24 00:00:00";6,96
"2011-05-25 00:00:00";7,216
"2011-05-26 00:00:00";8,01
"2011-05-27 00:00:00";8,5
"2011-05-28 00:00:00";8,11
"2011-05-29 00:00:00";8,102
"2011-05-30 00:00:00";8,25
"2011-05-31 00:00:00";8,1
"2011-06-01 00:00:00";8,3
"2011-06-02 00:00:00";9,5
"2011-06-03 00:00:00";10,575
"2011-06-04 00:00:00";14,04
"2011-06-05 00:00:00";16,2
"2011-06-06 00:00:00";16,451
"2011-06-07 00:00:00";18,26
"2011-06-08 00:00:00";22,214
"2011-06-09 00:00:00";26,151
"2011-06-10 00:00:00";20,01
"2011-06-11 00:00:00";13
"2011-06-12 00:00:00";10,25
"2011-06-13 00:00:00";16
"2011-06-14 00:00:00";18,001
"2011-06-15 00:00:00";19,022
"2011-06-16 00:00:00";17
"2011-06-17 00:00:00";13
"2011-06-18 00:00:00";15,052
"2011-06-19 00:00:00";16,85
"2011-06-20 00:00:00";16,22
"2011-06-21 00:00:00";15,89
"2011-06-22 00:00:00";15,45
"2011-06-23 00:00:00";15,03
"2011-06-24 00:00:00";14,72
"2011-06-25 00:00:00";14,27
"2011-06-26 00:00:00";16,5
"2011-06-27 00:00:00";16,8
"2011-06-28 00:00:00";17
"2011-06-29 00:00:00";16,9
"2011-06-30 00:00:00";16,1
"2011-07-01 00:00:00";15,4
"2011-07-02 00:00:00";15,4
