"Date";"Price"
"2015-01-01 00:00:00";314,95
"2015-01-02 00:00:00";315,03
"2015-01-03 00:00:00";287,18
"2015-01-04 00:00:00";264,66
"2015-01-05 00:00:00";274,23
"2015-01-06 00:00:00";282,37
"2015-01-07 00:00:00";292,13
"2015-01-08 00:00:00";281,85
"2015-01-09 00:00:00";287,63
"2015-01-10 00:00:00";271,93
"2015-01-11 00:00:00";266,25
"2015-01-12 00:00:00";268,87
"2015-01-13 00:00:00";221,38
"2015-01-14 00:00:00";165,07
"2015-01-15 00:00:00";209,7
"2015-01-16 00:00:00";206,91
"2015-01-17 00:00:00";199,55
"2015-01-18 00:00:00";210,57
"2015-01-19 00:00:00";215,65
"2015-01-20 00:00:00";210,43
"2015-01-21 00:00:00";228,31
"2015-01-22 00:00:00";232,67
"2015-01-23 00:00:00";232,4
"2015-01-24 00:00:00";248,35
"2015-01-25 00:00:00";252,46
"2015-01-26 00:00:00";269,04
"2015-01-27 00:00:00";263,37
"2015-01-28 00:00:00";236,36
"2015-01-29 00:00:00";233,89
"2015-01-30 00:00:00";232,05
"2015-01-31 00:00:00";218,37
"2015-02-01 00:00:00";227,1
"2015-02-02 00:00:00";238,32
"2015-02-03 00:00:00";227,48
"2015-02-04 00:00:00";226,58
"2015-02-05 00:00:00";216,32
"2015-02-06 00:00:00";223,38
"2015-02-07 00:00:00";227,99
"2015-02-08 00:00:00";223,95
"2015-02-09 00:00:00";220,07
"2015-02-10 00:00:00";219,73
"2015-02-11 00:00:00";219,05
"2015-02-12 00:00:00";221,91
"2015-02-13 00:00:00";236,44
"2015-02-14 00:00:00";258,86
"2015-02-15 00:00:00";233,26
"2015-02-16 00:00:00";235,76
"2015-02-17 00:00:00";243,51
"2015-02-18 00:00:00";235,58
"2015-02-19 00:00:00";241,9
"2015-02-20 00:00:00";243,92
"2015-02-21 00:00:00";245,26
"2015-02-22 00:00:00";235,56
"2015-02-23 00:00:00";239,61
"2015-02-24 00:00:00";238,99
"2015-02-25 00:00:00";235,05
"2015-02-26 00:00:00";236,5
"2015-02-27 00:00:00";253,32
"2015-02-28 00:00:00";253,84
"2015-03-01 00:00:00";258,1
"2015-03-02 00:00:00";273,39
"2015-03-03 00:00:00";281,54
"2015-03-04 00:00:00";272,44
"2015-03-05 00:00:00";275,27
"2015-03-06 00:00:00";272,82
"2015-03-07 00:00:00";274,81
"2015-03-08 00:00:00";274,01
"2015-03-09 00:00:00";290,51
"2015-03-10 00:00:00";290,36
"2015-03-11 00:00:00";295,51
"2015-03-12 00:00:00";294,75
"2015-03-13 00:00:00";286,98
"2015-03-14 00:00:00";281,99
"2015-03-15 00:00:00";285,23
"2015-03-16 00:00:00";290,72
"2015-03-17 00:00:00";285,73
"2015-03-18 00:00:00";256,23
"2015-03-19 00:00:00";261,3
"2015-03-20 00:00:00";261,77
"2015-03-21 00:00:00";259,87
"2015-03-22 00:00:00";268,66
"2015-03-23 00:00:00";265,53
"2015-03-24 00:00:00";246,7
"2015-03-25 00:00:00";246,74
"2015-03-26 00:00:00";248,09
"2015-03-27 00:00:00";247,37
"2015-03-28 00:00:00";252,41
"2015-03-29 00:00:00";242,32
"2015-03-30 00:00:00";247,16
"2015-03-31 00:00:00";244,27
"2015-04-01 00:00:00";246,76
"2015-04-02 00:00:00";252,98
"2015-04-03 00:00:00";254,6
"2015-04-04 00:00:00";254,09
"2015-04-05 00:00:00";259,79
"2015-04-06 00:00:00";255,64
"2015-04-07 00:00:00";254,39
"2015-04-08 00:00:00";244,85
"2015-04-09 00:00:00";243,23
"2015-04-10 00:00:00";234,77
"2015-04-11 00:00:00";236,9
"2015-04-12 00:00:00";236,03
"2015-04-13 00:00:00";223,78
"2015-04-14 00:00:00";218,23
"2015-04-15 00:00:00";223,06
"2015-04-16 00:00:00";228,55
"2015-04-17 00:00:00";222,79
"2015-04-18 00:00:00";223,64
"2015-04-19 00:00:00";223,24
"2015-04-20 00:00:00";224,49
"2015-04-21 00:00:00";233,95
"2015-04-22 00:00:00";234,18
"2015-04-23 00:00:00";235,51
"2015-04-24 00:00:00";231,52
"2015-04-25 00:00:00";226,07
"2015-04-26 00:00:00";219,09
"2015-04-27 00:00:00";228,29
"2015-04-28 00:00:00";225,22
"2015-04-29 00:00:00";225,32
"2015-04-30 00:00:00";236,05
"2015-05-01 00:00:00";233,07
"2015-05-02 00:00:00";235,49
"2015-05-03 00:00:00";240,17
"2015-05-04 00:00:00";239,06
"2015-05-05 00:00:00";236,03
"2015-05-06 00:00:00";229,94
"2015-05-07 00:00:00";237,87
"2015-05-08 00:00:00";243,64
"2015-05-09 00:00:00";241,36
"2015-05-10 00:00:00";239,97
"2015-05-11 00:00:00";242,31
"2015-05-12 00:00:00";241,82
"2015-05-13 00:00:00";236,37
"2015-05-14 00:00:00";236,99
"2015-05-15 00:00:00";237,09
"2015-05-16 00:00:00";236,08
"2015-05-17 00:00:00";236,32
"2015-05-18 00:00:00";232,69
"2015-05-19 00:00:00";232,01
"2015-05-20 00:00:00";233,99
"2015-05-21 00:00:00";235,48
"2015-05-22 00:00:00";240,55
"2015-05-23 00:00:00";238,76
"2015-05-24 00:00:00";241,21
"2015-05-25 00:00:00";237,66
"2015-05-26 00:00:00";237,45
"2015-05-27 00:00:00";237,37
"2015-05-28 00:00:00";237,07
"2015-05-29 00:00:00";236,91
"2015-05-30 00:00:00";233,03
"2015-05-31 00:00:00";229,8
"2015-06-01 00:00:00";223,14
"2015-06-02 00:00:00";225,48
"2015-06-03 00:00:00";225,42
"2015-06-04 00:00:00";224
"2015-06-05 00:00:00";224,78
"2015-06-06 00:00:00";225,21
"2015-06-07 00:00:00";223,51
"2015-06-08 00:00:00";228,72
"2015-06-09 00:00:00";229,61
"2015-06-10 00:00:00";229,25
"2015-06-11 00:00:00";229,79
"2015-06-12 00:00:00";230,25
"2015-06-13 00:00:00";232,39
"2015-06-14 00:00:00";233,83
"2015-06-15 00:00:00";237,09
"2015-06-16 00:00:00";249,72
"2015-06-17 00:00:00";247,71
"2015-06-18 00:00:00";248,73
"2015-06-19 00:00:00";245,22
"2015-06-20 00:00:00";244,95
"2015-06-21 00:00:00";244,2
"2015-06-22 00:00:00";247,5
"2015-06-23 00:00:00";243,78
"2015-06-24 00:00:00";240,54
"2015-06-25 00:00:00";242,54
"2015-06-26 00:00:00";243,14
"2015-06-27 00:00:00";250,94
"2015-06-28 00:00:00";249
"2015-06-29 00:00:00";257,06
"2015-06-30 00:00:00";263,99
"2015-07-01 00:00:00";257,37
"2015-07-02 00:00:00";255,05
"2015-07-03 00:00:00";255,77
"2015-07-04 00:00:00";260,4
"2015-07-05 00:00:00";269,82
"2015-07-06 00:00:00";269,78
"2015-07-07 00:00:00";266,5
"2015-07-08 00:00:00";269,47
"2015-07-09 00:00:00";268,32
"2015-07-10 00:00:00";285,21
"2015-07-11 00:00:00";292,11
"2015-07-12 00:00:00";310,71
