"Date";"Price"
"2010-01-31 00:00:00";0,004
"2010-02-28 00:00:00";0,014
"2010-03-31 00:00:00";0,031
"2010-04-30 00:00:00";0,011
"2010-05-31 00:00:00";0,04
"2010-06-30 00:00:00";0,07
"2010-07-17 00:00:00";0,05
"2010-07-18 00:00:00";0,059
"2010-07-19 00:00:00";0,077
"2010-07-20 00:00:00";0,074
"2010-07-21 00:00:00";0,066
"2010-07-22 00:00:00";0,051
"2010-07-23 00:00:00";0,051
"2010-07-24 00:00:00";0,05
"2010-07-25 00:00:00";0,051
"2010-07-26 00:00:00";0,05
"2010-07-27 00:00:00";0,053
"2010-07-28 00:00:00";0,054
"2010-07-29 00:00:00";0,057
"2010-07-30 00:00:00";0,058
"2010-07-31 00:00:00";0,056
"2010-08-01 00:00:00";0,06
"2010-08-02 00:00:00";0,06
"2010-08-03 00:00:00";0,059
"2010-08-04 00:00:00";0,057
"2010-08-05 00:00:00";0,058
"2010-08-06 00:00:00";0,061
"2010-08-07 00:00:00";0,059
"2010-08-08 00:00:00";0,059
"2010-08-09 00:00:00";0,059
"2010-08-10 00:00:00";0,067
"2010-08-11 00:00:00";0,06
"2010-08-12 00:00:00";0,061
"2010-08-13 00:00:00";0,065
"2010-08-14 00:00:00";0,065
"2010-08-15 00:00:00";0,065
"2010-08-16 00:00:00";0,062
"2010-08-17 00:00:00";0,062
"2010-08-18 00:00:00";0,067
"2010-08-19 00:00:00";0,067
"2010-08-20 00:00:00";0,065
"2010-08-21 00:00:00";0,064
"2010-08-22 00:00:00";0,061
"2010-08-23 00:00:00";0,063
"2010-08-24 00:00:00";0,065
"2010-08-25 00:00:00";0,064
"2010-08-26 00:00:00";0,064
"2010-08-27 00:00:00";0,063
"2010-08-28 00:00:00";0,064
"2010-08-29 00:00:00";0,064
"2010-08-30 00:00:00";0,032
"2010-08-31 00:00:00";0,06
"2010-09-01 00:00:00";0,06
"2010-09-02 00:00:00";0,06
"2010-09-03 00:00:00";0,061
"2010-09-04 00:00:00";0,061
"2010-09-05 00:00:00";0,061
"2010-09-06 00:00:00";0,062
"2010-09-07 00:00:00";0,06
"2010-09-08 00:00:00";0,061
"2010-09-09 00:00:00";0,061
"2010-09-10 00:00:00";0,06
"2010-09-11 00:00:00";0,062
"2010-09-12 00:00:00";0,062
"2010-09-13 00:00:00";0,061
"2010-09-14 00:00:00";0,061
"2010-09-15 00:00:00";0,06
"2010-09-16 00:00:00";0,062
"2010-09-17 00:00:00";0,059
"2010-09-18 00:00:00";0,058
"2010-09-19 00:00:00";0,06
"2010-09-20 00:00:00";0,062
"2010-09-21 00:00:00";0,062
"2010-09-22 00:00:00";0,061
"2010-09-23 00:00:00";0,062
"2010-09-24 00:00:00";0,062
"2010-09-25 00:00:00";0,062
"2010-09-26 00:00:00";0,062
"2010-09-27 00:00:00";0,062
"2010-09-28 00:00:00";0,062
"2010-09-29 00:00:00";0,062
"2010-09-30 00:00:00";0,062
"2010-10-01 00:00:00";0,062
"2010-10-02 00:00:00";0,061
"2010-10-03 00:00:00";0,061
"2010-10-04 00:00:00";0,061
"2010-10-05 00:00:00";0,061
"2010-10-06 00:00:00";0,061
"2010-10-07 00:00:00";0,063
"2010-10-08 00:00:00";0,01
"2010-10-09 00:00:00";0,068
"2010-10-10 00:00:00";0,08
"2010-10-11 00:00:00";0,091
"2010-10-12 00:00:00";0,082
"2010-10-13 00:00:00";0,092
"2010-10-14 00:00:00";0,065
"2010-10-15 00:00:00";0,092
